"ID_CLIENTE";"AÑOMES_ENCUESTA";"FECHA_ENCUESTA";"NPS"
"5917-43";202508;2025-08-01;6
"5917-49";202405;2024-05-02;7
"5918-22";202507;2025-07-01;7
"5918-25";202511;2025-11-03;6
"5919-99";202504;2025-04-01;8
"5921-11";202206;2022-06-01;7
"5921-94";202504;2025-04-01;5
"5922-20";202403;2024-03-01;6
"5922-68";202511;2025-11-03;6
"5923-22";202511;2025-11-03;7
"5923-24";202210;2022-10-03;8
"5923-85";202307;2023-07-03;6
"5924-92";202405;2024-05-02;6
"5925-19";202510;2025-10-01;6
"5930-28";202507;2025-07-01;5
"5930-61";202403;2024-03-01;7
"5930-63";202502;2025-02-03;5
"5930-73";202512;2025-12-01;6
"5931-73";202510;2025-10-01;7
"5931-75";202409;2024-09-02;6
"5932-21";202306;2023-06-01;6
"5933-23";202410;2024-10-01;6
"5935-13";202507;2025-07-01;6
"5937-35";202205;2022-05-02;9
"5938-11";202504;2025-04-01;6
"5938-17";202504;2025-04-01;6
"5940-77";202501;2025-01-02;6
"5941-36";202509;2025-09-01;6
"5941-50";202407;2024-07-01;8
"5941-68";202402;2024-02-01;7
"5941-82";202502;2025-02-03;6
"5942-53";202501;2025-01-02;4
"5942-77";202410;2024-10-01;6
"5944-90";202406;2024-06-03;5
"5945-49";202503;2025-03-03;4
"5945-83";202205;2022-05-02;8
"5945-97";202512;2025-12-01;6
"5946-72";202302;2023-02-01;7
"5946-76";202403;2024-03-01;8
"5949-89";202510;2025-10-01;7
"5951-30";202510;2025-10-01;5
"5951-35";202405;2024-05-02;8
"5951-75";202501;2025-01-02;8
"5952-23";202504;2025-04-01;8
"5952-87";202205;2022-05-02;8
"5956-89";202301;2023-01-02;6
"5961-86";202410;2024-10-01;5
"5964-65";202511;2025-11-03;7
"5965-18";202402;2024-02-01;9
"5965-67";202405;2024-05-02;7
"5967-95";202507;2025-07-01;5
"5968-66";202502;2025-02-03;7
"5969-19";202411;2024-11-04;6
"5969-44";202310;2023-10-02;6
"5969-67";202512;2025-12-01;5
"5969-75";202403;2024-03-01;7
"5972-52";202410;2024-10-01;8
"5973-70";202510;2025-10-01;6
"5974-48";202408;2024-08-01;6
"5975-50";202510;2025-10-01;6
"5975-53";202503;2025-03-03;7
"5976-39";202408;2024-08-01;6
"5981-10";202207;2022-07-01;7
"5982-73";202509;2025-09-01;7
"5983-17";202504;2025-04-01;5
"5985-69";202412;2024-12-02;6
"5986-75";202511;2025-11-03;4
"5988-24";202509;2025-09-01;6
"5988-53";202503;2025-03-03;9
"5989-30";202509;2025-09-01;5
"5989-35";202406;2024-06-03;8
"5990-18";202510;2025-10-01;8
"5990-56";202511;2025-11-03;4
"5991-28";202409;2024-09-02;7
"5991-49";202403;2024-03-01;8
"5991-59";202311;2023-11-02;7
"5992-27";202412;2024-12-02;5
"5992-98";202511;2025-11-03;6
"5997-36";202511;2025-11-03;7
"5999-42";202507;2025-07-01;6
"5999-44";202510;2025-10-01;5
"6001-17";202412;2024-12-02;7
"6002-33";202410;2024-10-01;7
"6002-48";202410;2024-10-01;9
"6002-51";202403;2024-03-01;6
"6002-53";202503;2025-03-03;6
"6004-92";202507;2025-07-01;7
"6007-71";202410;2024-10-01;8
"6007-99";202511;2025-11-03;5
"6008-44";202410;2024-10-01;6
"6009-13";202511;2025-11-03;4
"6009-20";202404;2024-04-01;7
"6010-10";202506;2025-06-02;9
"6010-19";202307;2023-07-03;8
"6010-55";202302;2023-02-01;8
"6010-70";202504;2025-04-01;6
"6012-84";202406;2024-06-03;5
"6013-86";202508;2025-08-01;4
"6014-53";202508;2025-08-01;6
"6015-32";202503;2025-03-03;6
"6015-88";202410;2024-10-01;7
"6015-91";202410;2024-10-01;5
"6016-26";202503;2025-03-03;6
"6016-83";202509;2025-09-01;5
"6019-60";202501;2025-01-02;7
"6020-94";202507;2025-07-01;6
"6021-89";202202;2022-02-01;8
"6023-13";202510;2025-10-01;6
"6023-21";202504;2025-04-01;7
"6023-30";202505;2025-05-02;5
"6024-93";202406;2024-06-03;7
"6026-50";202309;2023-09-01;8
"6029-87";202409;2024-09-02;8
"6031-74";202505;2025-05-02;5
"6032-80";202206;2022-06-01;7
"6033-59";202410;2024-10-01;7
"6034-86";202507;2025-07-01;7
"6035-15";202505;2025-05-02;7
"6036-26";202410;2024-10-01;5
"6039-22";202410;2024-10-01;6
"6039-59";202309;2023-09-01;9
"6040-28";202510;2025-10-01;6
"6040-30";202401;2024-01-02;7
"6040-36";202504;2025-04-01;6
"6040-77";202511;2025-11-03;7
"6041-18";202305;2023-05-02;6
"6041-21";202505;2025-05-02;7
"6041-23";202511;2025-11-03;8
"6041-70";202406;2024-06-03;6
"6041-77";202411;2024-11-04;6
"6042-14";202207;2022-07-01;7
"6043-10";202207;2022-07-01;5
"6043-92";202312;2023-12-01;6
"6047-59";202407;2024-07-01;4
"6048-25";202307;2023-07-03;8
"6048-90";202506;2025-06-02;6
"6053-37";202505;2025-05-02;7
"6054-22";202505;2025-05-02;6
"6054-62";202410;2024-10-01;5
"6054-94";202311;2023-11-02;8
"6057-83";202501;2025-01-02;6
"6058-14";202504;2025-04-01;5
"6059-52";202508;2025-08-01;6
"6060-14";202512;2025-12-01;6
"6062-72";202509;2025-09-01;6
"6062-83";202302;2023-02-01;7
"6064-68";202201;2022-01-03;9
"6066-25";202510;2025-10-01;6
"6066-59";202210;2022-10-03;8
"6067-41";202506;2025-06-02;8
"6068-20";202503;2025-03-03;6
"6069-71";202212;2022-12-01;6
"6070-34";202504;2025-04-01;8
"6071-36";202504;2025-04-01;6
"6072-87";202404;2024-04-01;6
"6072-94";202410;2024-10-01;7
"6073-57";202303;2023-03-01;9
"6074-61";202502;2025-02-03;6
"6076-24";202211;2022-11-02;8
"6077-30";202411;2024-11-04;6
"6078-24";202509;2025-09-01;8
"6078-61";202503;2025-03-03;6
"6079-25";202509;2025-09-01;7
"6080-53";202306;2023-06-01;8
"6081-65";202506;2025-06-02;5
"6084-25";202403;2024-03-01;6
"6084-67";202502;2025-02-03;6
"6089-25";202411;2024-11-04;5
"6090-64";202201;2022-01-03;10
"6091-25";202510;2025-10-01;7
"6092-54";202407;2024-07-01;6
"6093-86";202407;2024-07-01;7
"6094-67";202512;2025-12-01;4
"6095-46";202401;2024-01-02;7
"6096-33";202511;2025-11-03;7
"6096-81";202511;2025-11-03;5
"6097-55";202412;2024-12-02;6
"6097-82";202510;2025-10-01;8
"6102-53";202503;2025-03-03;7
"6102-90";202512;2025-12-01;6
"6102-96";202410;2024-10-01;5
"6103-70";202411;2024-11-04;5
"6105-81";202501;2025-01-02;5
"6105-97";202311;2023-11-02;7
"6108-20";202412;2024-12-02;6
"6111-22";202312;2023-12-01;7
"6111-87";202505;2025-05-02;6
"6113-26";202512;2025-12-01;5
"6113-80";202407;2024-07-01;8
"6117-87";202506;2025-06-02;5
"6117-93";202507;2025-07-01;5
"6118-32";202505;2025-05-02;5
"6118-34";202211;2022-11-02;6
"6118-85";202510;2025-10-01;4
"6120-12";202411;2024-11-04;6
"6120-17";202502;2025-02-03;6
"6122-13";202303;2023-03-01;6
"6122-19";202508;2025-08-01;5
"6125-23";202511;2025-11-03;5
"6126-60";202412;2024-12-02;7
"6127-73";202509;2025-09-01;7
"6128-15";202511;2025-11-03;7
"6129-45";202501;2025-01-02;8
"6130-89";202403;2024-03-01;6
"6131-54";202507;2025-07-01;7
"6133-98";202312;2023-12-01;8
"6134-20";202512;2025-12-01;4
"6136-14";202504;2025-04-01;6
"6137-34";202506;2025-06-02;5
"6139-83";202512;2025-12-01;6
"6139-87";202201;2022-01-03;9
"6140-30";202512;2025-12-01;6
"6141-61";202402;2024-02-01;5
"6142-65";202508;2025-08-01;4
"6144-30";202505;2025-05-02;6
"6146-86";202507;2025-07-01;8
"6148-57";202507;2025-07-01;7
"6149-67";202201;2022-01-03;9
"6150-29";202512;2025-12-01;6
"6151-78";202511;2025-11-03;7
"6152-14";202504;2025-04-01;3
"6152-95";202404;2024-04-01;6
"6153-98";202208;2022-08-01;8
"6154-22";202502;2025-02-03;6
"6155-80";202312;2023-12-01;6
"6156-65";202409;2024-09-02;8
"6157-84";202410;2024-10-01;6
"6159-88";202411;2024-11-04;4
"6160-26";202407;2024-07-01;6
"6160-61";202504;2025-04-01;5
"6160-65";202511;2025-11-03;4
"6161-20";202303;2023-03-01;8
"6161-56";202503;2025-03-03;7
"6161-67";202311;2023-11-02;7
"6162-28";202407;2024-07-01;7
"6162-47";202402;2024-02-01;6
"6166-58";202202;2022-02-01;9
"6167-65";202406;2024-06-03;8
"6168-37";202512;2025-12-01;5
"6169-41";202411;2024-11-04;7
"6171-12";202510;2025-10-01;7
"6171-76";202506;2025-06-02;7
"6173-11";202508;2025-08-01;5
"6174-19";202404;2024-04-01;7
"6175-37";202506;2025-06-02;7
"6175-40";202508;2025-08-01;5
"6176-55";202507;2025-07-01;5
"6176-77";202412;2024-12-02;6
"6177-19";202507;2025-07-01;6
"6177-66";202510;2025-10-01;4
"6178-33";202512;2025-12-01;6
"6179-77";202405;2024-05-02;6
"6181-49";202511;2025-11-03;6
"6181-72";202512;2025-12-01;6
"6182-41";202306;2023-06-01;7
"6182-55";202309;2023-09-01;7
"6184-66";202305;2023-05-02;6
"6185-23";202501;2025-01-02;8
"6186-14";202411;2024-11-04;5
"6188-15";202510;2025-10-01;6
"6188-40";202307;2023-07-03;7
"6188-49";202505;2025-05-02;6
"6188-98";202209;2022-09-01;10
"6190-12";202509;2025-09-01;5
"6190-47";202507;2025-07-01;7
"6192-17";202201;2022-01-03;9
"6192-63";202502;2025-02-03;6
"6194-71";202204;2022-04-01;8
"6194-80";202507;2025-07-01;6
"6194-84";202511;2025-11-03;6
"6195-14";202403;2024-03-01;6
"6195-33";202211;2022-11-02;8
"6195-42";202208;2022-08-01;10
"6195-81";202405;2024-05-02;6
"6196-66";202504;2025-04-01;7
"6196-88";202512;2025-12-01;6
"6197-31";202511;2025-11-03;5
"6197-62";202507;2025-07-01;5
"6198-11";202511;2025-11-03;4
"6198-84";202512;2025-12-01;5
"6200-45";202202;2022-02-01;8
"6200-56";202411;2024-11-04;5
"6202-11";202502;2025-02-03;8
"6202-53";202503;2025-03-03;6
"6202-88";202410;2024-10-01;6
"6203-16";202410;2024-10-01;5
"6203-79";202502;2025-02-03;6
"6204-54";202408;2024-08-01;6
"6205-39";202307;2023-07-03;7
"6205-71";202307;2023-07-03;6
"6207-10";202509;2025-09-01;6
"6208-50";202511;2025-11-03;5
"6208-58";202402;2024-02-01;6
"6209-64";202507;2025-07-01;7
"6210-34";202507;2025-07-01;7
"6210-61";202511;2025-11-03;5
"6210-85";202505;2025-05-02;6
"6212-40";202503;2025-03-03;5
"6212-83";202301;2023-01-02;8
"6214-94";202506;2025-06-02;6
"6216-40";202503;2025-03-03;7
"6216-52";202505;2025-05-02;6
"6217-14";202412;2024-12-02;7
"6217-83";202402;2024-02-01;6
"6218-72";202209;2022-09-01;8
"6219-60";202509;2025-09-01;5
"6221-72";202405;2024-05-02;7
"6222-60";202509;2025-09-01;7
"6223-47";202506;2025-06-02;5
"6223-56";202401;2024-01-02;7
"6225-93";202210;2022-10-03;7
"6226-34";202508;2025-08-01;5
"6228-45";202403;2024-03-01;6
"6228-48";202509;2025-09-01;6
"6230-48";202303;2023-03-01;7
"6230-76";202502;2025-02-03;7
"6231-55";202512;2025-12-01;6
"6231-94";202506;2025-06-02;6
"6232-46";202512;2025-12-01;5
"6233-21";202504;2025-04-01;5
"6234-92";202407;2024-07-01;5
"6236-14";202211;2022-11-02;8
"6239-15";202309;2023-09-01;7
"6240-15";202403;2024-03-01;8
"6242-35";202312;2023-12-01;6
"6242-47";202509;2025-09-01;6
"6244-77";202512;2025-12-01;7
"6245-78";202211;2022-11-02;7
"6246-10";202312;2023-12-01;6
"6249-36";202511;2025-11-03;7
"6251-41";202503;2025-03-03;8
"6251-64";202302;2023-02-01;8
"6252-16";202411;2024-11-04;7
"6252-67";202506;2025-06-02;8
"6253-95";202511;2025-11-03;6
"6254-11";202512;2025-12-01;4
"6254-30";202508;2025-08-01;7
"6254-91";202503;2025-03-03;5
"6256-88";202212;2022-12-01;7
"6257-56";202308;2023-08-01;6
"6257-63";202502;2025-02-03;6
"6257-68";202404;2024-04-01;7
"6259-32";202301;2023-01-02;6
"6259-64";202510;2025-10-01;5
"6259-80";202403;2024-03-01;6
"6260-44";202510;2025-10-01;7
"6260-73";202505;2025-05-02;6
"6260-81";202408;2024-08-01;5
"6260-94";202402;2024-02-01;6
"6264-19";202309;2023-09-01;7
"6265-72";202410;2024-10-01;7
"6266-97";202305;2023-05-02;7
"6269-32";202512;2025-12-01;8
"6270-32";202309;2023-09-01;7
"6271-45";202201;2022-01-03;9
"6272-25";202508;2025-08-01;8
"6272-46";202411;2024-11-04;5
"6272-54";202509;2025-09-01;7
"6272-96";202208;2022-08-01;8
"6274-23";202408;2024-08-01;8
"6276-14";202301;2023-01-02;8
"6276-48";202511;2025-11-03;5
"6277-24";202502;2025-02-03;7
"6277-86";202210;2022-10-03;9
"6278-99";202511;2025-11-03;6
"6279-25";202507;2025-07-01;5
"6279-70";202504;2025-04-01;7
"6279-88";202307;2023-07-03;5
"6279-89";202405;2024-05-02;6
"6280-67";202204;2022-04-01;7
"6281-37";202208;2022-08-01;9
"6281-64";202204;2022-04-01;7
"6282-70";202308;2023-08-01;6
"6283-25";202210;2022-10-03;8
"6283-46";202509;2025-09-01;6
"6283-49";202502;2025-02-03;5
"6283-60";202501;2025-01-02;7
"6283-65";202512;2025-12-01;6
"6285-34";202506;2025-06-02;5
"6286-25";202402;2024-02-01;7
"6291-50";202201;2022-01-03;8
"6291-82";202504;2025-04-01;6
"6292-77";202409;2024-09-02;4
"6295-81";202509;2025-09-01;6
"6297-92";202208;2022-08-01;9
"6298-55";202312;2023-12-01;6
"6299-65";202505;2025-05-02;7
"6300-35";202312;2023-12-01;9
"6302-12";202410;2024-10-01;7
"6302-79";202410;2024-10-01;7
"6303-43";202507;2025-07-01;8
"6304-19";202502;2025-02-03;8
"6304-50";202501;2025-01-02;4
"6307-16";202405;2024-05-02;7
"6308-86";202403;2024-03-01;7
"6310-57";202501;2025-01-02;8
"6310-87";202506;2025-06-02;6
"6311-16";202510;2025-10-01;5
"6312-15";202312;2023-12-01;6
"6312-21";202412;2024-12-02;6
"6312-98";202506;2025-06-02;6
"6313-54";202509;2025-09-01;5
"6314-15";202212;2022-12-01;8
"6314-43";202504;2025-04-01;7
"6314-52";202507;2025-07-01;6
"6315-35";202506;2025-06-02;5
"6316-65";202509;2025-09-01;5
"6317-23";202201;2022-01-03;9
"6317-55";202203;2022-03-01;8
"6318-65";202503;2025-03-03;7
"6319-79";202212;2022-12-01;8
"6320-63";202312;2023-12-01;7
"6321-48";202510;2025-10-01;5
"6322-18";202407;2024-07-01;7
"6323-29";202510;2025-10-01;8
"6323-98";202511;2025-11-03;6
"6324-76";202310;2023-10-02;7
"6324-80";202311;2023-11-02;8
"6326-86";202503;2025-03-03;6
"6327-13";202409;2024-09-02;8
"6327-18";202405;2024-05-02;5
"6327-49";202301;2023-01-02;8
"6330-96";202505;2025-05-02;8
"6331-11";202503;2025-03-03;5
"6331-12";202501;2025-01-02;6
"6331-76";202512;2025-12-01;6
"6331-79";202301;2023-01-02;8
"6332-60";202305;2023-05-02;7
"6332-87";202510;2025-10-01;4
"6333-31";202411;2024-11-04;6
"6335-31";202506;2025-06-02;6
"6335-64";202309;2023-09-01;6
"6335-81";202409;2024-09-02;8
"6337-34";202405;2024-05-02;8
"6338-23";202411;2024-11-04;7
"6340-43";202508;2025-08-01;6
"6342-13";202408;2024-08-01;8
"6345-13";202204;2022-04-01;10
"6347-23";202205;2022-05-02;8
"6347-51";202503;2025-03-03;7
"6348-65";202503;2025-03-03;7
"6348-91";202209;2022-09-01;8
"6350-34";202310;2023-10-02;8
"6350-74";202504;2025-04-01;6
"6356-59";202501;2025-01-02;7
"6357-44";202309;2023-09-01;6
"6357-80";202411;2024-11-04;6
"6359-61";202409;2024-09-02;6
"6360-27";202404;2024-04-01;5
"6360-35";202306;2023-06-01;7
"6361-20";202505;2025-05-02;6
"6362-75";202506;2025-06-02;5
"6363-72";202207;2022-07-01;8
"6365-33";202504;2025-04-01;6
"6367-15";202511;2025-11-03;8
"6367-74";202205;2022-05-02;8
"6368-94";202405;2024-05-02;8
"6369-23";202311;2023-11-02;7
"6370-34";202402;2024-02-01;7
"6372-64";202502;2025-02-03;4
"6373-70";202504;2025-04-01;6
"6375-76";202202;2022-02-01;10
"6376-49";202409;2024-09-02;9
"6377-28";202509;2025-09-01;7
"6377-52";202310;2023-10-02;8
"6378-50";202403;2024-03-01;7
"6379-25";202412;2024-12-02;8
"6379-80";202512;2025-12-01;5
"6380-56";202204;2022-04-01;7
"6380-59";202407;2024-07-01;6
"6380-84";202512;2025-12-01;5
"6382-25";202508;2025-08-01;4
"6383-89";202302;2023-02-01;9
"6384-47";202408;2024-08-01;5
"6385-14";202508;2025-08-01;6
"6386-29";202401;2024-01-02;6
"6387-39";202408;2024-08-01;6
"6389-87";202501;2025-01-02;6
"6390-22";202412;2024-12-02;7
"6390-42";202309;2023-09-01;6
"6392-15";202410;2024-10-01;5
"6392-68";202508;2025-08-01;8
"6392-71";202308;2023-08-01;8
"6393-37";202406;2024-06-03;7
"6393-89";202505;2025-05-02;6
"6394-27";202406;2024-06-03;6
"6395-30";202507;2025-07-01;7
"6396-23";202311;2023-11-02;6
"6397-19";202505;2025-05-02;5
"6399-29";202406;2024-06-03;7
"6400-11";202506;2025-06-02;6
"6400-18";202309;2023-09-01;8
"6400-65";202508;2025-08-01;5
"6401-80";202311;2023-11-02;7
"6402-41";202505;2025-05-02;6
"6403-80";202307;2023-07-03;8
"6405-19";202510;2025-10-01;6
"6406-10";202406;2024-06-03;6
"6410-11";202511;2025-11-03;6
"6410-13";202309;2023-09-01;6
"6410-73";202512;2025-12-01;6
"6410-88";202303;2023-03-01;7
"6412-76";202407;2024-07-01;6
"6415-62";202210;2022-10-03;8
"6416-27";202305;2023-05-02;6
"6416-73";202512;2025-12-01;7
"6417-51";202412;2024-12-02;6
"6417-78";202507;2025-07-01;6
"6417-83";202508;2025-08-01;7
"6420-69";202507;2025-07-01;8
"6420-91";202407;2024-07-01;7
"6422-23";202411;2024-11-04;6
"6422-82";202509;2025-09-01;6
"6423-16";202504;2025-04-01;7
"6423-85";202506;2025-06-02;6
"6424-47";202306;2023-06-01;7
"6425-24";202411;2024-11-04;5
"6426-16";202407;2024-07-01;5
"6427-35";202405;2024-05-02;6
"6427-51";202504;2025-04-01;7
"6429-37";202503;2025-03-03;7
"6429-64";202508;2025-08-01;7
"6429-83";202402;2024-02-01;8
"6431-51";202512;2025-12-01;4
"6433-37";202410;2024-10-01;5
"6433-95";202505;2025-05-02;7
"6434-12";202404;2024-04-01;6
"6434-51";202207;2022-07-01;7
"6434-58";202409;2024-09-02;6
"6435-18";202412;2024-12-02;7
"6435-96";202512;2025-12-01;6
"6436-38";202311;2023-11-02;7
"6436-57";202512;2025-12-01;3
"6436-75";202307;2023-07-03;8
"6437-48";202312;2023-12-01;7
"6438-15";202409;2024-09-02;6
"6438-97";202511;2025-11-03;6
"6441-32";202211;2022-11-02;9
"6441-75";202403;2024-03-01;7
"6442-30";202405;2024-05-02;5
"6442-61";202506;2025-06-02;8
"6442-96";202509;2025-09-01;6
"6443-32";202509;2025-09-01;7
"6443-40";202411;2024-11-04;8
"6443-72";202503;2025-03-03;6
"6444-53";202509;2025-09-01;4
"6445-14";202303;2023-03-01;9
"6450-30";202410;2024-10-01;5
"6450-89";202505;2025-05-02;7
"6451-71";202306;2023-06-01;8
"6452-13";202503;2025-03-03;5
"6452-97";202511;2025-11-03;6
"6453-21";202505;2025-05-02;5
"6454-32";202311;2023-11-02;7
"6454-38";202502;2025-02-03;6
"6454-64";202301;2023-01-02;6
"6456-13";202512;2025-12-01;4
"6457-18";202507;2025-07-01;7
"6458-46";202511;2025-11-03;6
"6459-15";202203;2022-03-01;10
"6459-58";202201;2022-01-03;8
"6459-65";202401;2024-01-02;7
"6460-59";202510;2025-10-01;6
"6461-12";202311;2023-11-02;8
"6462-47";202503;2025-03-03;6
"6462-50";202408;2024-08-01;6
"6462-92";202408;2024-08-01;7
"6463-48";202501;2025-01-02;6
"6463-76";202402;2024-02-01;9
"6464-12";202404;2024-04-01;5
"6464-35";202510;2025-10-01;6
"6466-96";202401;2024-01-02;7
"6470-31";202512;2025-12-01;7
"6471-50";202402;2024-02-01;7
"6472-20";202404;2024-04-01;6
"6472-42";202512;2025-12-01;7
"6472-45";202302;2023-02-01;7
"6472-76";202505;2025-05-02;7
"6473-53";202302;2023-02-01;8
"6473-78";202509;2025-09-01;7
"6474-68";202512;2025-12-01;6
"6476-91";202406;2024-06-03;7
"6478-49";202507;2025-07-01;7
"6478-74";202411;2024-11-04;7
"6479-26";202309;2023-09-01;7
"6480-48";202312;2023-12-01;7
"6480-63";202408;2024-08-01;6
"6481-66";202301;2023-01-02;9
"6482-98";202509;2025-09-01;7
"6485-38";202505;2025-05-02;7
"6487-10";202411;2024-11-04;6
"6488-74";202304;2023-04-03;8
"6491-93";202501;2025-01-02;7
"6492-53";202501;2025-01-02;7
"6492-96";202405;2024-05-02;6
"6493-19";202307;2023-07-03;7
"6493-86";202209;2022-09-01;9
"6494-42";202508;2025-08-01;7
"6494-52";202505;2025-05-02;6
"6494-56";202512;2025-12-01;8
"6498-78";202504;2025-04-01;6
"6499-74";202309;2023-09-01;6
"6501-48";202509;2025-09-01;7
"6502-51";202502;2025-02-03;7
"6505-17";202405;2024-05-02;6
"6506-27";202507;2025-07-01;5
"6507-20";202510;2025-10-01;7
"6508-55";202402;2024-02-01;7
"6509-87";202402;2024-02-01;8
"6511-42";202508;2025-08-01;5
"6511-50";202311;2023-11-02;7
"6512-30";202403;2024-03-01;7
"6512-82";202510;2025-10-01;4
"6512-83";202407;2024-07-01;7
"6515-77";202506;2025-06-02;6
"6517-38";202503;2025-03-03;6
"6518-21";202511;2025-11-03;4
"6518-25";202505;2025-05-02;6
"6518-32";202202;2022-02-01;7
"6519-98";202511;2025-11-03;5
"6526-73";202505;2025-05-02;6
"6527-72";202312;2023-12-01;8
"6529-54";202402;2024-02-01;8
"6529-65";202207;2022-07-01;10
"6529-75";202411;2024-11-04;4
"6529-85";202509;2025-09-01;6
"6530-35";202507;2025-07-01;6
"6530-77";202301;2023-01-02;8
"6530-90";202409;2024-09-02;6
"6532-14";202311;2023-11-02;8
"6532-42";202509;2025-09-01;7
"6533-90";202509;2025-09-01;6
"6535-58";202510;2025-10-01;7
"6537-66";202512;2025-12-01;6
"6537-77";202304;2023-04-03;7
"6543-84";202506;2025-06-02;7
"6545-15";202505;2025-05-02;7
"6545-29";202211;2022-11-02;7
"6545-49";202311;2023-11-02;5
"6546-23";202410;2024-10-01;6
"6546-58";202205;2022-05-02;6
"6547-37";202407;2024-07-01;7
"6547-71";202406;2024-06-03;7
"6547-82";202307;2023-07-03;5
"6547-96";202509;2025-09-01;6
"6548-94";202508;2025-08-01;7
"6548-97";202407;2024-07-01;6
"6550-51";202510;2025-10-01;7
"6551-62";202509;2025-09-01;7
"6552-10";202409;2024-09-02;8
"6552-32";202208;2022-08-01;9
"6553-48";202410;2024-10-01;6
"6554-60";202307;2023-07-03;7
"6554-97";202504;2025-04-01;4
"6555-13";202507;2025-07-01;6
"6555-32";202511;2025-11-03;5
"6556-15";202402;2024-02-01;8
"6557-13";202502;2025-02-03;6
"6558-31";202511;2025-11-03;5
"6559-37";202405;2024-05-02;8
"6561-87";202510;2025-10-01;7
"6562-13";202507;2025-07-01;6
"6562-72";202410;2024-10-01;5
"6562-82";202409;2024-09-02;5
"6563-60";202512;2025-12-01;6
"6564-17";202405;2024-05-02;8
"6564-27";202405;2024-05-02;5
"6567-12";202405;2024-05-02;5
"6567-60";202408;2024-08-01;5
"6567-71";202505;2025-05-02;6
"6567-74";202512;2025-12-01;4
"6569-22";202510;2025-10-01;8
"6569-94";202508;2025-08-01;6
"6570-34";202407;2024-07-01;8
"6572-31";202412;2024-12-02;5
"6573-31";202512;2025-12-01;6
"6574-32";202501;2025-01-02;5
"6575-58";202208;2022-08-01;9
"6575-95";202509;2025-09-01;5
"6578-63";202501;2025-01-02;6
"6580-19";202409;2024-09-02;6
"6580-56";202505;2025-05-02;6
"6580-73";202503;2025-03-03;7
"6581-17";202205;2022-05-02;8
"6583-12";202404;2024-04-01;6
"6583-36";202510;2025-10-01;6
"6584-57";202306;2023-06-01;7
"6584-91";202307;2023-07-03;6
"6585-64";202202;2022-02-01;8
"6586-73";202404;2024-04-01;5
"6588-28";202512;2025-12-01;7
"6588-69";202405;2024-05-02;8
"6589-35";202512;2025-12-01;8
"6591-32";202507;2025-07-01;5
"6592-83";202509;2025-09-01;6
"6595-65";202510;2025-10-01;6
"6596-23";202509;2025-09-01;6
"6596-41";202311;2023-11-02;8
"6599-24";202503;2025-03-03;6
"6599-34";202406;2024-06-03;7
"6599-62";202405;2024-05-02;5
"6600-95";202301;2023-01-02;9
"6601-63";202312;2023-12-01;5
"6602-88";202402;2024-02-01;8
"6602-92";202503;2025-03-03;7
"6604-34";202410;2024-10-01;6
"6604-92";202312;2023-12-01;4
"6605-15";202412;2024-12-02;6
"6606-24";202412;2024-12-02;8
"6608-11";202503;2025-03-03;6
"6608-14";202509;2025-09-01;7
"6608-15";202510;2025-10-01;6
"6608-65";202505;2025-05-02;6
"6608-95";202508;2025-08-01;6
"6611-30";202210;2022-10-03;8
"6614-62";202411;2024-11-04;7
"6615-78";202409;2024-09-02;7
"6615-86";202412;2024-12-02;6
"6616-51";202404;2024-04-01;6
"6617-92";202403;2024-03-01;7
"6618-20";202502;2025-02-03;6
"6618-29";202511;2025-11-03;5
"6618-33";202301;2023-01-02;7
"6619-63";202510;2025-10-01;6
"6621-69";202512;2025-12-01;5
"6621-89";202404;2024-04-01;7
"6622-46";202508;2025-08-01;6
"6622-59";202402;2024-02-01;7
"6627-41";202405;2024-05-02;8
"6630-61";202508;2025-08-01;6
"6631-29";202406;2024-06-03;6
"6631-82";202503;2025-03-03;6
"6631-83";202506;2025-06-02;7
"6631-89";202507;2025-07-01;6
"6632-23";202404;2024-04-01;8
"6632-39";202506;2025-06-02;7
"6632-89";202306;2023-06-01;8
"6633-16";202310;2023-10-02;7
"6633-45";202409;2024-09-02;8
"6634-24";202509;2025-09-01;6
"6634-63";202212;2022-12-01;10
"6635-98";202206;2022-06-01;8
"6638-57";202208;2022-08-01;8
"6639-77";202207;2022-07-01;8
"6639-78";202511;2025-11-03;5
"6640-13";202302;2023-02-01;7
"6642-19";202501;2025-01-02;6
"6642-55";202511;2025-11-03;9
"6643-44";202411;2024-11-04;7
"6645-11";202505;2025-05-02;5
"6645-72";202311;2023-11-02;7
"6646-27";202502;2025-02-03;7
"6646-43";202506;2025-06-02;3
"6646-73";202204;2022-04-01;10
"6648-52";202505;2025-05-02;5
"6648-84";202305;2023-05-02;7
"6649-64";202512;2025-12-01;7
"6651-12";202508;2025-08-01;6
"6651-22";202505;2025-05-02;5
"6651-23";202509;2025-09-01;6
"6651-52";202508;2025-08-01;6
"6651-63";202411;2024-11-04;5
"6652-32";202512;2025-12-01;8
"6653-17";202502;2025-02-03;7
"6653-97";202503;2025-03-03;6
"6656-17";202301;2023-01-02;8
"6657-83";202509;2025-09-01;6
"6658-14";202510;2025-10-01;6
"6658-44";202512;2025-12-01;6
"6660-19";202504;2025-04-01;5
"6662-49";202201;2022-01-03;10
"6662-58";202210;2022-10-03;7
"6662-65";202411;2024-11-04;3
"6662-84";202308;2023-08-01;6
"6664-34";202401;2024-01-02;8
